,name,state,city,address,lattitude,longitude,Total_Slots,6AM-11AM_Booked_slots,11AM-4PM_Booked_slots,4PM-10PM_Booked_slots,label_6AM_11AM,label_11AM_4PM,label_4PM_10PM
307,The Emerald Resort,Telangana,Pune,"Lonavala Annexe,Somatne, Old Mumbai - Pune Hwy, Near Pioneer Hospital, Tukaram Nagar, Talegaon Dabhade, Maharashtra ",18.7077154,73.68229307,8,4,1,5,TRUE,TRUE,TRUE
308,Inox Bund Garden Road,Telangana,Pune,"Plot No.D, Bund Garden Rd, Pune, Maharashtra",18.5267515,73.8779382,7,2,1,2,TRUE,TRUE,TRUE
309,Black Spate,Telangana,Jaipur,"G-6, Shreenath Tower, Sector 2, Central Spine, Vidyadhar Nagar",26.963612,75.7810224,10,3,10,1,TRUE,FALSE,TRUE
310,Barista,Telangana,Pune,"Shop 1-6,82/2/2a, Sahkarnagar, Parvati, Pune, Maharashtra ",18.48459628,73.849682,4,1,3,1,TRUE,TRUE,TRUE
311,Precision Path Lab,Maharashtra,Jaipur,"72/2, Shipra Path, Patel Marg, Mansarovar, Jaipur, Rajasthan",26.8547202,75.7731708,6,6,1,2,FALSE,TRUE,TRUE
312,Ather Space Goa,Maharashtra,Goa,"Betim-Pomburpa Rd, Alto- Betim Porvorim, Penha de Franu00e7a, Goa",15.5230657,73.825913,10,3,1,10,TRUE,TRUE,FALSE
313,Ather test ride centre,Maharashtra,Hyderabad,"160/1, Patny Center, Sardar Patel Rd, Hyderabad, Telangana ",17.4435458,78.4798274,8,2,8,1,TRUE,FALSE,TRUE
314,Prestige Khoday Tower,Maharashtra,Bengaluru,"No 5, Raj Bhavan Road, Vasanth Nagar",12.982728,77.594179,6,5,1,1,FALSE,TRUE,TRUE
315,Prestige Saleh Ahmed,Maharashtra,Bengaluru,"No 24, Lady Curzon Road, Tasker Town, Shivaji Nagar,",12.980553,77.603318,9,9,6,3,FALSE,TRUE,TRUE
316,Mama Panda,Maharashtra,Vijayawada,"Royal arcade, beside sweet magic , opp to dvmanor, MG Rd, Vijayawada, Andhra Pradesh ",16.4992397,80.6481963,10,1,1,3,TRUE,TRUE,TRUE
317,AtherSpace Mysore,Delhi,Mysore,"#1A, A1, Hunsur Main Rd, Hinkal",12.325053,76.611337,8,8,6,2,FALSE,TRUE,TRUE
318,Bamboo & Biryani,Uttar Pradesh,Vijayawada,"40-3-18, Kalyanam Ramarao St, Venkateswara Puram, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh ",16.5009139,80.6472927,8,2,8,2,TRUE,FALSE,TRUE
319,Lodha Venezia CPL,Haryana,Mumbai,"GD Ambekar Marg, Lal Baug, Parel, Mumbai, Maharashtra",18.9917205,72.841513,5,1,1,4,TRUE,TRUE,TRUE
320,Cafe Peter,Delhi,Pune,"Waman Ganesh Heights, Pashan Rd, Bavdhan, Pune, Maharashtra",18.5105106,73.7819022,10,10,5,1,FALSE,TRUE,TRUE
321,Throttle Shrottle Moto Cafe,Delhi,Gurugram,"Faridabad - Gurgaon Rd, Baliawas, Bandhwari, Haryana 122102",28.428213,77.1405458,6,4,6,5,TRUE,FALSE,FALSE
322,Inox R21,Maharashtra,Ahmedabad,"Plot No 145, 2nd Floor, Royal Honda Showroom, Sector 21, Gandhinagar, Gujarat ",23.2316208,72.6682058,6,6,4,4,FALSE,TRUE,TRUE
323,Inox R16,Maharashtra,Ahmedabad,"Cluster_gandhinagar 2 Office, Sector 16, Gandhinagar, Gujarat ",23.2310524,72.648583,7,6,7,6,FALSE,FALSE,FALSE
324,Acre Bengaluru,Maharashtra,Bengaluru,"No 63 , International Airport Road, Meenugunte, Jala Hobli, Yelahanka, Taluk",13.189056,77.644524,4,3,1,2,TRUE,TRUE,TRUE
325,AtherSpace Hubli,Gujarat,Hubli,"P. B. Road, Bhairidevarkoppa",15.387875,75.1016179,8,1,4,8,TRUE,TRUE,FALSE
326,Antares Restaurant and Beach Club,Karnataka,Goa,"Small Vagator, Ozran Beach, Vagator, Goa ",15.59404873,73.73490233,7,7,2,1,FALSE,TRUE,TRUE
327,The Wood Apple Cafe,Maharashtra,Siliguri,"SONARTORI VILLAGE, Patel Road, Ward 2, Pradhan Nagar, Siliguri, West Bengal 734003",26.7286006,88.4163575,9,2,9,1,TRUE,FALSE,TRUE
328,The Cindrella Hotel,Maharashtra,Siliguri,"3rd Mile, Sevoke Rd, Chayan Para, Salugara, Siliguri, West Bengal 734008",26.7555785,88.4418232,10,6,6,6,TRUE,TRUE,TRUE
329,Cafe Cornucopia,Maharashtra,Mysore,"22nd Cross, 14th Main Rd, C Block, Vijay Nagar 3rd Stage, Garudachar Layout",12.316689,76.603223,4,1,4,1,TRUE,FALSE,TRUE
330,Ather Space Raipur,Uttar Pradesh,Raipur,"EC Location:  Atherspace Raipur, Shop No.2, Ground Floor, Plot No. 11/5, Block No. 94, Beside Hotel Mayura, Jai Stambh Chowk, Raipur, Chhattisgarh",21.243932,81.6347283,6,1,2,1,TRUE,TRUE,TRUE
331,Ather Space - Janakpuri,Uttar Pradesh,Delhi," Ground floor, BF-1, Janakpuri, Jail Road, New Delhi 110058",28.6255909,77.1009332,7,4,4,5,TRUE,TRUE,TRUE
332,Ather Space Surat,Telangana,Surat,"G1 and G2, Milagro Milestone, opposite UM Road, Someshwara Enclave, Vesu, Surat, Gujarat ",21.1529496,72.778545,8,5,3,8,TRUE,TRUE,FALSE
333,Ather Space - Lalbagh,Telangana,Lucknow,"38 A Foresith Road, Near Novelty Cinema, opp. Daya Nidhan Park, Lalbagh, Lucknow, Uttar Pradesh 226001",26.8458895,80.9379184,6,1,6,1,TRUE,FALSE,TRUE
334,Magenta House - Mumbai,Telangana,Mumbai,"TTC Industrial Area, MIDC Industrial Area, Sanpada, Navi Mumbai",19.06870454,73.02298692,5,3,2,3,TRUE,TRUE,TRUE
335,"Ather Space, Trivandrum",Telangana,Trivandrum,"Sycamore Complex, Plamoodu Junction, Pattom",8.5145049,76.9437173,9,8,8,2,FALSE,FALSE,TRUE
336,"Ather space, Guindy, Chennai",Tamil Nadu,Chennai,"Near 111-110, Mount Rd, Guindy Institutional Area, Little Mount, Guindy, Chennai, Tamil Nadu ",13.01247713,80.22060329,4,4,4,3,FALSE,FALSE,TRUE
337,Ranthal Gardens Restaurant,Uttar Pradesh,Trivandrum,"near post office, Nemom, Kerala ",8.454774239,77.00244904,4,2,3,1,TRUE,TRUE,TRUE
338,Kalikkalam Sports,Uttar Pradesh,Trivandrum,"Opposite Infosys/UST, On Road Opposite Infosys Main Gate, behind Al Saj Arena, Poundukadavu",8.53396463,76.88073412,10,8,5,3,TRUE,TRUE,TRUE
339,Ather Space Nagole,Maharashtra,Hyderabad,"Near Sunrise cars, Plot no.64/B, Mamatha Nagar, Nagole X Road, near Supraja Hospital, Hyderabad, Telangana ",17.377497,78.5580849,9,7,3,2,TRUE,TRUE,TRUE
340,MGS Tata Autofab,Maharashtra,Lucknow,"C 52, Tedhi Pulia, Ring Road, Near Jagrani Hospital, Lucknow - 226022, Uttar Pradesh, India",26.8979557,80.9664589,10,3,4,10,TRUE,TRUE,FALSE
341,The Hazelnut Factory,Gujarat,Lucknow,"B 192, Niralanagar, Lucknow - 226020",26.8727547,80.9407119,10,3,4,4,TRUE,TRUE,TRUE
342,"The Hazelnut Factory, Alambagh",Gujarat,Lucknow,"LGF & UGF RB Tower, B-172, Kanpur Rd, Behind iDelta | Phoenix Mall, Lucknow, Lucknow, Uttar Pradesh 226005",26.7991124,80.8982589,4,1,1,2,TRUE,TRUE,TRUE
343,Woods Cafe Indira Priyadarshani Park,Haryana,Ghaziabad,"Indira Priyadarshani Park, Arthla, Mohan Nagar, Ghaziabad, Uttar Pradesh 201001",28.6749316,77.3982382,4,4,1,4,FALSE,TRUE,FALSE
344,Ansal Plaza Mall,Karnataka,Noida,"ANSAL PLAZA MALL SHOPPING COMPLEX, Pari Chowk, Greater Noida, Uttar Pradesh 201310",28.4646154,77.5080343,4,1,4,3,TRUE,FALSE,TRUE
345,MR Hypermarket,Maharashtra,Calicut,"Wayanad Rd, Moozhikkal, Kozhikode, Kerala ",11.296198,75.8307817,9,6,3,8,TRUE,TRUE,FALSE
346,Ather Space Siliguri,Delhi,Siliguri,"Sevoke Rd, opposite Vishal Cinema Hall, Ward Number 13, Bankim Nagar, Siliguri, West Bengal ",26.7321074,88.4322712,4,2,2,1,TRUE,TRUE,TRUE
347,Mitraa Super Market,Maharashtra,Visakhapatnam,"BRTS Rd, A Zone, Sujatha Nagar, Pendurthi, Visakhapatnam, Andhra Pradesh ",17.799256,83.210797,7,4,2,6,TRUE,TRUE,FALSE
348,Patanjali Mega Store Sakkardara,Tamil Nadu,Nagpur,"205, Sakkardara Police Chowki Rd, Anand Nagar, Azamshah Layout, Nagpur, Maharashtra",21.12981221,79.11486072,4,4,1,1,FALSE,TRUE,TRUE
349,Patanjali Store Wardhaman Nagar,Rajasthan,Nagpur,"36-65, Nagpur - Bhandara - Rajnandgaon - Raipur Hwy, Chapru Nagar, Shashtri Nagar",21.148294,79.128434,7,7,6,3,FALSE,FALSE,TRUE
350,"Throttle Shrottle Moto Cafe, Noida",Kerala,Noida,"Village rohillapur. Opposite step by step school sector-132, Noida - 201304",28.5123936,77.3743113,7,3,1,3,TRUE,TRUE,TRUE
351,"Sangeetha Mobiles, HBR Layout",Gujarat,Bengaluru,"No 54, 80 Feet Main Road, Next to Muthoot Finance, HBR Layout,",13.025618,77.629122,4,1,4,1,TRUE,FALSE,TRUE
352,Hyatt Raipur,Maharashtra,Raipur,"National Highway 6, Jivan Vihar, Labhandih, Chhattisgarh ",21.239994,81.6840898,5,3,5,1,TRUE,FALSE,TRUE
353,Vasant oasis ,Uttar Pradesh,Mumbai,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",19.1146146,72.8840941,10,1,7,7,TRUE,TRUE,TRUE
354,NMR Enclave,Uttar Pradesh,Bengaluru,"7/22, NMR enclave, Ejipura main Road , Near Ejipura signal",12.942047,77.631059,9,5,9,1,TRUE,FALSE,TRUE
355,Cafe Labasa Goa,Uttarakhand,Goa,"590/III-A, Caramorod, Chinchinim, Goa",15.2251264,73.9795328,6,6,1,6,FALSE,TRUE,FALSE
356,The Coffee Stories,Andhra Pradesh,Pune,"2, Meher classic, shop no:2, opp N.K.Ashiyana society, Marketyard, pune, near unity bakers, Pune, Maharashtra ",18.48792254,73.8727627,9,9,1,8,FALSE,TRUE,FALSE
357,"Sulaimani Club, Kottakkal",Tamil Nadu,Malappuram,"XXMX+J2F, Palathara, Kerala ",10.98413151,75.99785911,7,1,4,1,TRUE,TRUE,TRUE
358,Shree Purohit Thali ,Kerala,Nashik,"bus stop, Andhashala, Nashik - Pune Rd, Nashik, Maharashtra",19.9615119,73.8272912,6,2,2,4,TRUE,TRUE,TRUE
359,Morning Star Car Accessories,Karnataka,Goa,"Jackni Vaddo, Parra, Goa",15.57062522,73.79158686,7,3,2,2,TRUE,TRUE,TRUE
360,"Magenta, Hosur Road",Kerala,Bengaluru,"Pattalama Layout, Hosur Rd, Singasandra ",12.876703,77.646505,4,1,3,1,TRUE,TRUE,TRUE
361,"OFFROAD, Motorcycle Accessories Shop",Kerala,Trivandrum," Vazhayila - Kallayam Rd, Vazhayila, Padmanabha Nagar, Thiruvananthapuram, Kerala ",8.5513563,76.9726234,7,3,2,1,TRUE,TRUE,TRUE
362,"The Chocolate Room, Bangalore",Maharashtra,Bengaluru,"No 412, 4th G Main Road, 2nd Block, HRBR Layout, Kalyan Nagar,",13.022915,77.639338,7,5,7,7,TRUE,FALSE,FALSE
363,AtherSpace Nagpur,Punjab,Nagpur,"Ojas Building, Beside Batukbhai Jewellers, West High Court Road, Dharampeth",21.13939998,79.06047648,7,3,2,6,TRUE,TRUE,FALSE
364,Xavier Institute of Engineering,Rajasthan,Mumbai,"Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim (West), Raheja Hospital Marg, Mumbai, Maharashtra ",19.04520829,72.84154175,10,2,5,10,TRUE,TRUE,FALSE
365,Purnima Sweet's,Goa,Nashik,"Takli Rd, opp Vishwabharti society, Swanand Society, Dwarka, Nashik, Maharashtra ",19.99627904,73.80335918,7,7,2,1,FALSE,TRUE,TRUE
366,"CADD Centre, RK Salai",Goa,Chennai,"Yellow Pages Building, 25, Dr Radha Krishnan Salai, Dwarka Colony, Mylapore",13.044485,80.268708,7,1,1,6,TRUE,TRUE,FALSE
367,"Adyar Ananda Bhavan, Navakari | Zeon",Madhya Pradesh,Coimbatore,"285, Palakkad main road, Navakarai",10.8556755,76.862332,7,2,2,6,TRUE,TRUE,FALSE
368,Lakshmi Pazhamudir And Supermarket,Maharashtra,Coimbatore,"post Gas company, Mettupalayam Rd, Ranganayaki Nagar, Dhamu Nagar, Therkkuppalayam, Coimbatore, Tamil Nadu ",11.13813848,76.94073103,8,5,7,7,TRUE,FALSE,FALSE
369,Decathlon Bannerghatta,Karnataka,Bengaluru,"Bannerghatta Main Rd, Kalena Agrahara",12.863595,77.590927,9,4,1,6,TRUE,TRUE,TRUE
370,"MR Hyper Market, Wayanad Road",Maharashtra,Calicut,"8V9M+CM3, Kozhikode, Kerala ",11.3185163,75.8842814,9,7,6,6,TRUE,TRUE,TRUE
371,KR Journey Planners,Tamil Nadu,Surat,"Beside Sahaj Super Store, Anand Mahal Rd, Honey Park, Adajan Gam, Adajan, Surat, Gujarat ",21.1483732,72.7654739,9,3,5,5,TRUE,TRUE,TRUE
372,KR Journey,Tamil Nadu,Surat,"p767, Ashwini Kumar Road, New GIDC",21.21269443,72.84511796,4,2,3,4,TRUE,TRUE,FALSE
373,Shiven Satellite Vision,Puducherry,Goa,"City Plaza, Phase 2, Pedda, Margao, Goa ",15.26976351,73.95495045,9,6,1,3,TRUE,TRUE,TRUE
374,Detailing Bull,Jammu & Kashmir,Gurugram,"F7, Shushant Lok 2 Near Hong Kong Bazar, Sector 57, Gurugram, Haryana 122011",28.4195244,77.0885144,4,4,1,3,FALSE,TRUE,TRUE
375,SAR Motors,Rajasthan,Guwahati,"Bora Commercial Complex, opposite ABC Compound, Nalapara, Lokhra, Assam",26,93,7,1,1,1,TRUE,TRUE,TRUE
376,R R Sales,Madhya Pradesh,Guwahati,"Saraf Building, Near Police Reserve RLY gate, no 2, Assam Trunk Rd, Guwahati, Assam",26.1763362,91.7404708,4,1,3,3,TRUE,TRUE,TRUE
377,"Vishnu Tradex, Shreekunj Elegance",Delhi,Ahmedabad,"2 SHREEKUNJ ELIGANCE, near SAHAJ PARADISE BANGLOW, Ahmedabad, Gujarat ",23.0735526,72.520875,6,1,6,1,TRUE,FALSE,TRUE
378,Naksh Auto World,Maharashtra,Ghaziabad,"Maharaja Agarsain Marg, Mohan Meakin Society, Sector 5, Vasundhara, Ghaziabad, Uttar Pradesh 201012",28.6635603,77.3740057,5,1,4,1,TRUE,TRUE,TRUE
379,Royal Global University,Delhi,Guwahati,"NH-37, opp. Tirupati Balaji Temple",26.112203,91.7241576,5,1,4,4,TRUE,TRUE,TRUE
380,Loom Solar Warehouse,Delhi,Faridabad,"Plot No. 21, 1, Mathura Rd, Pocket 3, Rajiv Enclave, Sector 6, Faridabad, Haryana 121006",28.3520623,77.3007942,5,5,3,4,FALSE,TRUE,TRUE
381,"Ather Space, Guwahati",Punjab,Guwahati,"2nd Floor, JKON building, opp. Sonaram School, Bharalumukh",26.172606,91.7293442,9,7,3,6,TRUE,TRUE,TRUE
382,Guy Car  Steamer,Rajasthan,Bengaluru,"No 60 Next to Sobha Classic 83-B Narayanareddy Layout, Haralur Main Rd",12.904089,77.662251,6,6,5,1,FALSE,FALSE,TRUE
383,AtherSpace Belgaum,Rajasthan,Belgaum,"Bellad Enterprises, Vengurla - Belgaum Rd, Vinayak Nagar, Vijaynagar, Belagavi",15.868772,74.487863,6,4,2,4,TRUE,TRUE,TRUE
384,Ather Service Centre,Rajasthan,Guwahati,"House No 20,Janapath Lane,Ulubari",26.170766,91.7608176,7,1,4,6,TRUE,TRUE,FALSE
385,Ather Space Vijayawada,Delhi,Vijayawada,"KP Nagar Main Rd, Gurunanak Nagar, K P Nagar, Benz Circle, Vijayawada, Andhra Pradesh ",16.5007264,80.6574292,8,3,3,2,TRUE,TRUE,TRUE
386,Turf Trident,Maharashtra,Chennai,"56, Lakeview garden, Korattur",13.1221926,80.1890017,9,4,4,5,TRUE,TRUE,TRUE
387,Ather Space Tirupati,Maharashtra,Tirupati,"Vedhavyasa Bhavan, AIR Bypass Road, Royal Nagar, Tirupati, Andhra Pradesh ",13.6226445,79.414697,9,1,7,4,TRUE,TRUE,TRUE
388,Area 51 - The cafu00e9 hideout,Maharashtra,Visakhapatnam,"Area 51- The cafu00e9 hideout, Hill view conventions, IT Sez,Hill No.2 Plot-F,on the way to Mouri tech, Andhra Pradesh ",17.8083501,83.3888006,8,3,6,3,TRUE,TRUE,TRUE
389,Ather Space  Aurangabad,Maharashtra,Aurangabad,"Gopinath Chambers, Adalat Rd, near Chunilal Petrol Pump, Konkanwadi, Aurangabad, Maharashtra ",19.87191233,75.32518808,7,1,1,1,TRUE,TRUE,TRUE
390,"Ather space, Malappuram",Maharashtra,Malappuram,"SH 72, Kizhakkethala, Down Hill, Malappuram, Kerala 676505",11.0522217,76.0753978,9,3,5,4,TRUE,TRUE,TRUE
391,"Ather Space, Tirur",Tamil Nadu,Tirur,"Pookkayil, Tirur, Kerala ",10.9235812,75.9131205,5,2,2,4,TRUE,TRUE,TRUE
392,Ather Space Kolhapur,Kerala,Kolhapur,"C.S. No. 195K/2K, Kavala Naka, E-Ward, Kolhapur ",16.70757943,74.25106938,5,1,4,2,TRUE,TRUE,TRUE
393,AtherSpace Rajajinagar,Gujarat,Bengaluru,"No. 0025 (Old no.1003), 59th C Cross, 4th M Block, Sriram Mandir, Dr.Rajkumar Road, Rajaji Nagar",12.982706,77.560699,4,4,2,4,FALSE,TRUE,FALSE
394,"Radisson Resort, ECR",Andhra Pradesh,Chennai,ECR,12.6238102,80.1947665,4,2,2,2,TRUE,TRUE,TRUE
395,Nikshan Electronics,Telangana,Kannur,"Nikshan Arena, Bank Rd, Padanapalam, Kannur, Kerala ",11.86874461,75.36602213,4,2,4,4,TRUE,FALSE,FALSE
396,"E Planet, Thalassery",Andhra Pradesh,Kannur,"AVK Nair Road, Pilakool, Thalassery, Kerala ",11.74554436,75.4950197,10,7,6,5,TRUE,TRUE,TRUE
397,Oyo Soho,Andhra Pradesh,Noida,"D-141, Block D, Sector 51, Noida, Uttar Pradesh 201301",28.58066,77.37497,7,1,5,6,TRUE,TRUE,FALSE
398,M R A Restaurant,Andhra Pradesh,Kannur,"Kasaragod - Kannur Rd, Trichambaram, Taliparamba, Kerala ",12.02562662,75.36717734,9,8,2,2,FALSE,TRUE,TRUE
399,"AIMA Charging Station, Karinganad",Telangana,Malappuram,"Karinganad, Vilayur PO, Pattambi Taluk",10.8878,76.189669,7,5,1,4,TRUE,TRUE,TRUE
400,Kekiz Malleswaram,Telangana,Bengaluru,"No 280, Ira Arcade, 18th Cross, Sampige Road,  Malleswaram,",13.008305,77.571179,7,7,4,3,FALSE,TRUE,TRUE
401,Muthiah Towers,Telangana,Tiruchirappalli,"Muthiah Towers, 1, Royal Rd, Cantonment, Tiruchirappalli, Tamil Nadu ",10.799797,78.6807052,8,3,7,1,TRUE,FALSE,TRUE
402,"Chai Point, Bellandur",Telangana,Bengaluru,"4, Marathahalli - Sarjapur Outer Ring Rd, Koramangala 6 Block, Bellandur",12.922427,77.668422,7,5,7,7,TRUE,FALSE,FALSE
403,HOTEL REDWINGS CASTLE,Karnataka,Mumbai,"Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",18.99453515,73.11513242,8,4,4,3,TRUE,TRUE,TRUE
404,Radisson Bengaluru City Center,Delhi,Bengaluru,"2, Gangadhar Chetty Rd, Yellappa Chetty Layout, Sivanchetti Gardens, Halasuru",12.976339,77.619717,8,1,1,7,TRUE,TRUE,FALSE
405,Ather Space - Dehradun,Delhi,Dehradun,"56, Rajpur Rd, near Hotel Madhuban, IAS Officers Colony, Kairwaan Gaon, Dehradun, Uttarakhand 248009, India",30.3382561,8.0584541,7,5,2,6,TRUE,TRUE,FALSE
406,Mealodroma,Delhi,Delhi,"A6, 110027, Najafgarh Rd, Vishal Enclave, Rajouri Garden, Delhi, 110027",28.6486023,77.1147014,4,1,3,2,TRUE,TRUE,TRUE
407,Hotel Om Navratna,Delhi,Mumbai,"1/766, Old Mumbai Pune Highway, Near Agarwal Movers & Packers Ltd, at post Chouk",18.9014249,73.23657885,8,7,2,1,FALSE,TRUE,TRUE
408,Ather Space Mangalore,Punjab,Mangalore,"No 3-30-2399/2, Pound Graden, Kadri Road,  Behind City Hospital",12.8785935,74.8513216,5,1,5,1,TRUE,FALSE,TRUE
409,Ather Space Kannur,Punjab,Kannur,"Crux Mobility Pvt Ltd, City Tower, Near Har Cars",11.874322,75.3872,4,1,3,2,TRUE,TRUE,TRUE
410,"Ather Space, Thrissur",Karnataka,Trichur,"Autostarke Energy Pvt Ltd, 14/3 A1, Puzhakkal",10.54281,76.184562,6,6,6,2,FALSE,FALSE,TRUE
411,Hitech Motors,Maharashtra,Tirupati,"Kanigiri - Tirupathi Rd, SV Auto Nagar, Tirupati, Andhra Pradesh",13.6292765,79.4619883,7,7,6,4,FALSE,FALSE,TRUE
412,"Ather Space, Palakkad",Jharkhand,Palakkad,"KVR Green Energy Pvt Ltd , TS2 Ventures , Mercy College Junction",10.770167,76.637861,7,6,3,4,FALSE,TRUE,TRUE
413,Cashew Tree ,Odisha,Goa,"Vaddy, Candolim, Candolim, Goa",15.5162506,73.7684465,10,1,7,3,TRUE,TRUE,TRUE
414,MMA Matrix Gym,West Bengal,Kolhapur,"MMA Matrix Gym, 1st Floor, Desai House, 7th Ln,",16.69367265,74.24102993,10,5,8,4,TRUE,TRUE,TRUE
415,Akki's Bistro,Andhra Pradesh,Kolhapur,"CS No 1082, Chandrameela Building, Near Krishna temple, Mohite park, Kolhapur, Maharashtra 416012",16.6856931,74.2084223,6,1,5,1,TRUE,FALSE,TRUE
416,Roy ka rasoi,Chhattisgarh,Siliguri,"Netaji Subhas Road, Ward 20, Subhas Pally, Siliguri, West Bengal",26.7055489,88.4380447,4,2,1,4,TRUE,TRUE,FALSE
417,Hotel Kuppana,Delhi,Tirupati,"5th Cross Rd, Tirumala Reddy Nagar, Mangalam, Tirupati, Andhra Pradesh 517507",13.648073,79.446494,6,1,1,1,TRUE,TRUE,TRUE
418,Guru Sweets & Snacks,Punjab,Siliguri,"Khaprail Bazar Near R.P Trading, Khopalasi, West Bengal",26.7618706,88.3388182,9,1,7,8,TRUE,TRUE,FALSE
419,Hotel Rasraj Parking Zone,Maharashtra,Mumbai,"Gaurav Automobile Compound, ,Ramnath Rd, opp. BVM Multiplex,",18.6509967,72.87407092,9,7,1,6,TRUE,TRUE,TRUE
420,Crazy Coffee,Maharashtra,Jaipur,"Shop no. 9, Vardhman Nagar, near PUNO 200ft By Pass, Ajmer Rd, Jaipur",26.88387999,75.73979182,8,3,7,6,TRUE,FALSE,TRUE
421,Sultan of Flavours Restaurant,Maharashtra,Palakkad,"Stadium Bypass Rd, Sultanpet, Palakkad",10.76725155,76.66031232,9,6,1,5,TRUE,TRUE,TRUE
422,Kalanthans Cafe,Maharashtra,Kochi,"Palarivattom, Kochi",10.00260117,76.30400712,10,6,6,2,TRUE,TRUE,TRUE
423,Devaragam Hotel,Maharashtra,Trichur,"Outer Ring Road, Opp Railway Station, East Nada, Guruvayur",10.59556473,76.04433704,9,7,8,5,TRUE,FALSE,TRUE
424,Ather Space Thane,Rajasthan,Mumbai,"Shop No. 4, Mansarovar, Opp. TMC Building, Almeda Rd,",19.1981177,72.96741506,5,5,2,4,FALSE,TRUE,TRUE
425,Irani Chai,Delhi,Bengaluru,"294, 15th Cross Rd, Sector 4, HSR Layout, Bengaluru",12.91371,77.644164,7,3,5,3,TRUE,TRUE,TRUE
426,"BESCOM,  KR Circle",Karnataka,Bengaluru,"KR circle, Nrupathunga Road, Nunegundlapalli,  Ambedkar Veedhi, Bengaluru",12.9757032,77.5877251,7,1,7,7,TRUE,FALSE,FALSE
427,"Ather Space, Kollam",Tamil Nadu,Kollam,"Raj Plaza Building, Kilikkolloor P.O, Kollam ",8.899214117,76.61299674,4,1,3,1,TRUE,TRUE,TRUE
428,"Naattarasan, Urapakkam",Kerala,Chennai,"No: 245, GST Road, Opp to Indian Oil Bunk, Urapakkam, Chennai, Tamil Nadu ",12.8570595,80.0694857,4,2,3,2,TRUE,TRUE,TRUE
429,Hungry Hippo,Kerala,Visakhapatnam,"50-49-43/A, TPT Colony, Balayya Sastri Layout, Seethammadara, Visakhapatnam, Andhra Pradesh 530013",17.74070386,83.31168582,5,1,1,4,TRUE,TRUE,TRUE
430,F3 Drive-in,Kerala,Hyderabad,"near Fusion International School, Ameenpur, Miyapur, Telangana",17.5173192,78.3188293,10,10,10,6,FALSE,FALSE,TRUE
431,"IOCL - COCO Niti Marg, Chanakyapuri",Delhi,Delhi,"Niti Marg, ChanakyaPuri, New Delhi-110021",28.599629,77.195806,6,4,6,3,TRUE,FALSE,TRUE
432,"SNEH DHABA, NH 1 Ganaur",Haryana,Ganaur,"64th Milestone, NH-1, Ganaur, Sonipat, Haryana 131101",29.157569,77.035833,6,3,1,2,TRUE,TRUE,TRUE
433,"Sara Automobile, Dobhi",Bihar,Gaya,"Sara Automobile Pvt Ltd, Eicher agency,NH-2  Opp:  Punjab National Bank, Suramandal near check post, Dobhi,  Gaya  PIN u00e2u0080u0093 824201",24.525355,84.932182,10,10,2,1,FALSE,TRUE,TRUE
434,"GUGNANI AUTOCARS, Pratap Nagari",Odisha,Cuttack,"PLOT NO- 785, PRATAP NAGARI, CUTTACK. State: ODISHA, Pin: 753011",20.40517,85.879782,4,3,3,2,TRUE,TRUE,TRUE
435,"Varenyam Motor Car, Industrial Area",Madhya Pradesh,Bhopal,"56-57 JK Road Govindpura, Sector A, Govindpura Industrial Area, Bhopal, Madhya Pradesh 462023",23.259006,77.456769,6,5,5,1,FALSE,FALSE,TRUE
436,"Jaika Motors, Civil Lines",Maharashtra,Nagpur,Jaika Motors Pvt Ltd.Post Box No.1 Commercial Road Civil Lines Nagpur 440001,21.155667,79.078708,9,8,7,3,FALSE,TRUE,TRUE
437,"IOCL Kini Causway, Bandra",Maharashtra,Mumbai,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.051601,72.838011,7,2,1,1,TRUE,TRUE,TRUE
438,"IOCL Hundred Percent Filling & Service Station, Dwarka",Delhi,Delhi,"Sector 9, Dwarka, New Delhi, Delhi 110073",28.578641,77.05962,7,3,7,5,TRUE,FALSE,TRUE
439,"Adisakti Motors, Davangere",Karnataka,Davangere,"No 628/K24, Shramajeevi Building, PB Rd, beside Aradhya Steel Wire Ropes, Avaragere, Davanagere, Karnataka 577003",14.441957,75.95206,6,2,6,5,TRUE,FALSE,FALSE
440,"True Sai Motors, Avaragere",Tamil Nadu,Krishnagiri,"No 417A/1A Krishnagiri Chennai Highway, Pethanapalli, opposite to Hotel, Krishnagiri, Tamil Nadu 635001",12.5306064,78.2375165,4,1,1,4,TRUE,TRUE,FALSE
441,"True Sai Motors, Narasothipatti",Tamil Nadu,Salem,"No 73 Salem, Omalur Highway, next to Hotel Grand Estancia, Narasothipatti, Salem, Tamil Nadu 636004,636001",11.682985,78.1260402,9,1,9,7,TRUE,FALSE,TRUE
